,城市,价格,出游人数,评论数,详细出游人数,满意度,来回交通工具,行程天数,住宿类型,行程内交通时长,目的地,编号
2983,广州,695, , , , , , , , , ,300627671
2984,广州,639, , , , , , , , , ,300625924
2985,广州,515, , , , , , , , , ,300611423
2986,广州,645, , , , , , , , , ,300611608
2987,广州,658, , , , , , , , , ,300603045
2988,广州,1510, , , , ,汽车/汽车, , , , ,300488002
2989,广州,1550, , , , , , , , , ,300626263
2990,广州,490, , , , , , , , , ,300626367
2991,广州,305, , , , , , , , , ,300627664
2992,广州,385, , , , , , , , , ,210938576
2993,广州,288, , , , , , , , , ,300524541
2994,广州,396, , , , , , , , , ,300621117
2995,广州,2280, , , , ,汽车/汽车, , , , ,320005682
2996,广州,1914, , ,5,100, , , , , ,210880207
2997,广州,1097, , , , , , , , , ,210675036
2998,广州,599, , , , ,自行安排/自行安排, , , , ,320006341
2999,广州,1519, , ,10,100, , , , , ,210998979
3000,广州,2300,1, , , , , , , , ,210996308
3001,广州,2798,1, , , , , , , , ,210976622
3002,广州,595,1, , , , , , , , ,300621145
3003,广州,500,3, , , , , , , , ,300583938
3004,广州,353,3, , , , , , , , ,300626561
3005,广州,838,3, , , , , , , , ,300621159
3006,广州,1706,2, , , , , , , , ,300621250
3007,广州,438,2, , , , , , , , ,300608054
3008,广州,542,1, , , , , , , , ,300621152
3009,广州,630, , , , , , , , , ,300621237
3010,广州,418, , , , , , , , , ,300612059
3011,广州,255, , , , , , , , , ,300626385
3012,广州,380, , , , , , , , , ,300524553
3013,广州,388, , , , , , , , , ,300524544
3014,广州,288, , , , , , , , , ,300524543
3015,广州,288, , , , , , , , , ,300524557
3016,广州,388, , , , , , , , , ,300524588
3017,广州,1580, , , , , , , , , ,300619513
3018,广州,248, , , , , , , , , ,210930605
3019,广州,238, , , , , , , , , ,210881763
3020,广州,365, , , , , , , , , ,210865473
3021,广州,363, , , , , , , , , ,210890051
3022,广州,252, , , , , , , , , ,210940282
3023,广州,296, , , , , , , , , ,210896165
3024,广州,332, , , , , , , , , ,210925206
3025,广州,200, , , , , , , , , ,210932824
3026,广州,342, , , , , , , , , ,210932899
3027,广州,715, , , , , , , , , ,210848331
3028,广州,164, , , , , , , , , ,210898814
3029,广州,288, , , , , , , , , ,300522131
3030,广州,288,1, , , , , , , , ,300524554
3031,广州,288,1, , , , , , , , ,300524584
3032,广州,288,1, , , , , , , , ,300524559
3033,广州,288,1, , , , , , , , ,300524515
3034,广州,388,1, , , , , , , , ,300524561
3035,广州,288,1, , , , , , , , ,300524550
3036,广州,280,1, , , , , , , , ,300524558
3037,广州,388,1, , , , , , , , ,300524562
3038,广州,888,1, , , , , , , , ,300608813
3039,广州,1580,1, , , , , , , , ,300608819
3040,广州,580,2, , , , , , , , ,300608787
3041,广州,788, , , , , , , , , ,300628114
3042,广州,1880, , , , , , , , , ,300608749
3043,广州,1580, , , , , , , , , ,300605013
3044,广州,288, , , , , , , , , ,300608778
3045,广州,299, , , , , , , , , ,300608763
3046,广州,780, , , , , , , , , ,300608857
3047,广州,1580, , , , , , , , , ,300605006
3048,广州,880, , , , , , , , , ,300608827
3049,广州,288, , , , , , , , , ,300627098
3050,广州,1080, , , , , , , , , ,300604981
3051,广州,1998, , , , , , , , , ,300618437
3052,广州,980, , , , , , , , , ,300608856
3053,广州,288, , , , , , , , , ,300628123
3054,广州,2068, , , , , , , , , ,210977513
3055,广州,2127, , , , , , , , , ,210964988
3056,广州,1568, , , , , , , , , ,300620697
3057,广州,1117, , , , , , , , , ,300619092
3058,广州,1568, , , , , , , , , ,300620707
3059,广州,2168, , , , , , , , , ,300620583
3060,广州,3068, , , , , , , , , ,300620595
3061,广州,1768, , , , , , , , , ,300620587
3062,广州,1768, , , , , , , , , ,300620591
3063,广州,1117, , , , , , , , , ,300619095
3064,广州,1768, , , , , , , , , ,300620718
3065,广州,1168, , , , , , , , , ,300627031
3066,广州,1168, , , , , , , , , ,300627067
3067,广州,1768, , , , , , , , , ,300627069
3068,广州,1968, , , , , , , , , ,300627029
3069,广州,1168, , , , , , , , , ,300627073
3070,广州,1368, , , , , , , , , ,300622200
3071,广州,1168, , , , , , , , , ,300622284
3072,广州,868, , , , , , , , , ,300622208
3073,广州,1468, , , , , , , , , ,300622286
3074,广州,1168, , , , , , , , , ,300627065
3075,广州,1768, , , , , , , , , ,300627062
3076,广州,968, , , , , , , , , ,300627072
3077,广州,114, , , , , , , , , ,300602930
3078,广州,74, , , , , , , , , ,300602942
3079,广州,111, , , , , , , , , ,300602945
3080,广州,111, , , , , , , , , ,300603660
3081,广州,79, , , , , , , , , ,300602948
3082,广州,111, , , , , , , , , ,300603297
3083,广州,72, , , , , , , , , ,300602926
3084,广州,68, , , , , , , , , ,300610044
3085,广州,1368, , , , , , , , , ,300622202
3086,广州,1168, , , , , , , , , ,300622277
3087,广州,1368, , , , , , , , , ,300622204
3088,广州,1368, , , , , , , , , ,300622278
3089,广州,1368, , , , , , , , , ,300622203
3090,广州,2368,1, , , , , , , , ,300622205
3091,广州,2168, , , , , , , , , ,300622198
3092,广州,2168, , , , , , , , , ,300622201
3093,广州,968, , , , , , , , , ,300622206
3094,广州,1068, , , , , , , , , ,300622280
3095,广州,1168, , , , , , , , , ,300622285
3096,广州,1668, , , , , , , , , ,300622289
3097,广州,119, , , , , , , , , ,300623815
3098,广州,159, , , , , , , , , ,300623864
3099,广州,2568, , , , , , , , , ,300620599
3100,广州,2568, , , , , , , , , ,300620601
3101,广州,168, , , , , , , , , ,300619084
3102,广州,1568, , , , , , , , , ,300620701
3103,广州,4568, , , , , , , , , ,300622728
3104,广州,3468, , , , , , , , , ,300622729
3105,广州,1268, , , , , , , , , ,300622731
3106,广州,1168, , , , , , , , , ,300622287
3107,广州,1868, , , , , , , , , ,300622374
3108,广州,128, , , , , , , , , ,300623853
3109,广州,1968, , , , , , , , , ,300625527
3110,广州,1568, , , , , , , , , ,300625570
3111,广州,1068, , , , , , , , , ,300622732
3112,广州,1368, , , , , , , , , ,300622283
3113,广州,2268, , , , , , , , , ,300622199
3114,广州,1868, , , , , , , , , ,300622373
3115,广州,1568, , , , , , , , , ,300623574
3116,广州,1168, , , , , , , , , ,300625569
3117,广州,1168, , , , , , , , , ,300625544
3118,广州,159, , , , , , , , , ,300624200
3119,广州,1668, , , , , , , , , ,300623583
3120,广州,1568,1, , , , , , , , ,300625530
3121,广州,199,1, , , , , , , , ,300624204
3122,广州,159, , , , , , , , , ,300624202
3123,广州,119, , , , , , , , , ,300624198
3124,广州,968, , , , , , , , , ,300627084
3125,广州,968, , , , , , , , , ,300627079
3126,广州,968, , , , , , , , , ,300627085
3127,广州,1168, , , , , , , , , ,300627077
3128,广州,199, , , , , , , , , ,300624252
3129,广州,868, , , , , , , , , ,300622207
3130,广州,1668, , , , , , , , , ,300622288
3131,广州,68, , , , , , , , , ,300610022
3132,广州,605, , , , , , , , , ,300610534
3133,广州,3068, , , , , , , , , ,300620597
3134,广州,142, , , , , , , , , ,300602936
3135,广州,111, , , , , , , , , ,300602933
3136,广州,116, , , , , , , , , ,300602939
3137,广州,105, , , , , , , , , ,300603664
3138,广州,1068, , , , , , , , , ,300622730
3139,广州,440, , , , , , , , , ,300610532
3140,广州,3068, , , , , , , , , ,300620589
3141,广州,1868, , , , , , , , , ,300620712
3142,广州,510, , , , , , , , , ,300610533
3143,广州,1768, , , , , , , , , ,300620709
3144,广州,2568, , , , , , , , , ,300620585
3145,广州,1568, , , , , , , , , ,300620603
3146,广州,1206, , , , , , , , , ,300619087
3147,广州,1568, , , , , , , , , ,300620699
3148,广州,1768, , , , , , , , , ,300620705
3149,广州,2068, , , , , , , , , ,300622375
3150,广州,1168,42,1人, , , , , , , ,300625571
3151,广州,399,15, , , , , , , , ,210963191
3152,广州,99,13, , , , , , , , ,300459218
3153,广州,1668,11, , , , , , , , ,300312947
3154,广州,2666,6, , , , , , , , ,210776770
3155,广州,1638,5, , , , , , , , ,300312631
3156,广州,150,2, , , , , , , , ,300612929
3157,广州,558,4, , , , , , , , ,300628035
3158,广州,1288,4, , , , , , , , ,300312936
3159,广州,828,4, , , , , , , , ,300312854
3160,广州,625,3, , , , , , , , ,300320719
3161,广州,1578,2, , , , , , , , ,300337415
3162,广州,547,2, , , , , , , , ,210987001
3163,广州,526,2, , , , , , , , ,210992269
3164,广州,647,2, , , , , , , , ,210987002
3165,广州,980,2, , , , , , , , ,300607077
3166,广州,299,2, , , , , , , , ,300514826
3167,广州,880,2, , , , , , , , ,300607052
3168,广州,1498,2, , , , , , , , ,300320728
3169,广州,1498,2, , , , , , , , ,300320672
3170,广州,808,2, , , , , , , , ,300337428
3171,广州,1150,2, , , , , , , , ,300337418
3172,广州,1165, , , , , , , , , ,300609896
3173,广州,758, , , , , , , , , ,300320722
3174,广州,728, , , , , , , , , ,320000155
3175,广州,780, , , , , , , , , ,300618644
3176,广州,3024, , , , , , , , , ,210947176
3177,广州,1449, , , , , , , , , ,210964945
3178,广州,459, , , , , , , , , ,210998806
3179,广州,1199, , , , , , , , , ,320001919
3180,广州,3474, , , , , , , , , ,320008218
3181,广州,1449, , , , , , , , , ,320007828
3182,广州,1349, , , , , , , , , ,320007829
3183,广州,2799, , , , , , , , , ,320008014
3184,广州,6300, , , , , , , , , ,210996787
3185,广州,1175, , , , , , , , , ,300626427
3186,广州,1228, , , , , , , , , ,300313004
3187,广州,1025, , , , , , , , , ,300626428
3188,广州,1295, , , , , , , , , ,300626906
3189,广州,2999, , , , , , , , , ,300625927
3190,广州,2630, , , , , , , , , ,300627811
3191,广州,1288, , , , , , , , , ,300312570
3192,广州,1065, , , , , , , , , ,300626426
3193,广州,329, , , , , , , , , ,300622520
3194,广州,3380, , , , , , , , , ,300625852
3195,广州,8480, , , , , , , , , ,300627603
3196,广州,828, , , , , , , , , ,300312969
3197,广州,1245, , , , , , , , , ,300626422
3198,广州,1668, , , , , , , , , ,300313031
3199,广州,678, , , , , , , , , ,300326837
3200,广州,88, , , , , , , , , ,300618796
3201,广州,379, , , , , , , , , ,300621724
3202,广州,150, , , , , , , , , ,300621476
3203,广州,1295, , , , , , , , , ,300627336
3204,广州,496, , , , , , , , , ,300627573
3205,广州,9280, , , , , , , , , ,300626141
3206,广州,468, , , , , , , , , ,300627008
3207,广州,756, , , , , , , , , ,300624688
3208,广州,1075, , , , , , , , , ,300626430
3209,广州,605, , , , , , , , , ,300625201
3210,广州,2680,1, , , , , , , , ,300625729
3211,广州,4180, , , , , , , , , ,300626368
3212,广州,818, , , , , , , , , ,300312542
3213,广州,779, , , , , , , , , ,300320627
3214,广州,650, , , , , , , , , ,300320715
3215,广州,2880, , , , , , , , , ,300625597
3216,广州,1980, , , , , , , , , ,300627713
3217,广州,1265, , , , , , , , , ,300626392
3218,广州,980, , , , , , , , , ,300618650
3219,广州,560, , , , , , , , , ,300627989
3220,广州,629, , , , , , , , , ,300626648
3221,广州,178, , , , , , , , , ,300626664
3222,广州,1238, , , , , , , , , ,300628226
3223,广州,428, , , , , , , , , ,300626666
3224,广州,399, , , , , , , , , ,300623010
3225,广州,728, , , , , , , , , ,300626778
3226,广州,650, , , , , , , , , ,300626793
3227,广州,278, , , , , , , , , ,300628278
3228,广州,439, , , , , , , , , ,300626726
3229,广州,1588, , , , , , , , , ,300626820
3230,广州,2850, , , , , , , , , ,300628153
3231,广州,368, , , , , , , , , ,300626636
3232,广州,771, , , , , , , , , ,300626635
3233,广州,1099, , , , , , , , , ,300628227
3234,广州,1138, , , , , , , , , ,300626858
3235,广州,108, , , , , , , , , ,300623088
3236,广州,1980, , , , , , , , , ,300625672
3237,广州,505, , , , , , , , , ,300626660
3238,广州,1195, , , , , , , , , ,300628236
3239,广州,3380, , , , , , , , , ,300607192
3240,广州,4580,1, , , , , , , , ,300606179
3241,广州,818, , , , , , , , , ,300327059
3242,广州,479, , , , , , , , , ,300512414
3243,广州,525, , , , , , , , , ,300625195
3244,广州,2699, , , , , , , , , ,300625637
3245,广州,128, , , , , , , , , ,300619409
3246,广州,305, , , , , , , , , ,300620399
3247,广州,237, , , , , , , , , ,300623084
3248,广州,323, , , , , , , , , ,300623238
3249,广州,1365, , , , , , , , , ,300624822
3250,广州,319, , , , , , , , , ,300625345
3251,广州,195, , , , , , , , , ,300623215
3252,广州,266, , , , , , , , , ,300623217
3253,广州,343, , , , , , , , , ,300623240
3254,广州,266, , , , , , , , , ,300623235
3255,广州,1845, , , , , , , , , ,300622335
3256,广州,428, , , , , , , , , ,300626723
3257,广州,1295, , , , , , , , , ,300627335
3258,广州,498, , , , , , , , , ,300627774
3259,广州,1699, , , , , , , , , ,300625856
3260,广州,266, , , , , , , , , ,300623219
3261,广州,489, , , , , , , , , ,300625984
3262,广州,261, , , , , , , , , ,300623083
3263,广州,2800, , , , , , , , , ,210989983
3264,广州,2615, , , , , , , , , ,210989998
3265,广州,1288, , , , , , , , , ,300312983
3266,广州,818, , , , , , , , , ,300326832
3267,广州,1229, , , , , , , , , ,300320653
3268,广州,688, , , , , , , , , ,300312806
3269,广州,340, , , , , , , , , ,300334315
3270,广州,88,1, , , , , , , , ,300618795
3271,广州,340, , , , , , , , , ,300334300
3272,广州,1548, , , , , , , , , ,300337851
3273,广州,675, , , , , , , , , ,300337425
3274,广州,1205, , , , , , , , , ,300337451
3275,广州,665, , , , , , , , , ,300337612
3276,广州,770, , , , , , , , , ,300337885
3277,广州,1199, , , , , , , , , ,300337869
3278,广州,780, , , , , , , , , ,300337453
3279,广州,1555, , , , , , , , , ,300337447
3280,广州,1236, , , , , , , , , ,300337420
3281,广州,1130, , , , , , , , , ,300337863
3282,广州,138, , , , , , , , , ,300620219
3283,广州,409, , , , , , , , , ,300512407
3284,广州,509, , , , , , , , , ,300514795
3285,广州,808, , , , , , , , , ,300337430
3286,广州,389, , , , , , , , , ,300625342
3287,广州,779, , , , , , , , , ,300320609
3288,广州,1185, , , , , , , , , ,300320726
3289,广州,1258, , , , , , , , , ,300326496
3290,广州,2680, , , , , , , , , ,300530352
3291,广州,2980, , , , , , , , , ,300626425
3292,广州,493, , , , , , , , , ,300626721
3293,广州,1218, , , , , , , , , ,300626818
3294,广州,292, , , , , , , , , ,300626656
3295,广州,455, , , , , , , , , ,300626645
3296,广州,739, , , , , , , , , ,300626014
3297,广州,3721, , , , , , , , , ,210930523
3298,广州,498, , , , , , , , , ,300627959
3299,广州,1399, , , , , , , , , ,300625549
3300,广州,418,4,4人, , , , , , , ,300627780
3301,广州,1601,2, , , , , , , , ,210964783
3302,广州,1680, , , , , , , , , ,320007200
3303,广州,1200, , , , , , , , , ,320007193
3304,广州,2856, , , , , , , , , ,210737768
3305,广州,2300, , , , , , , , , ,210984144
3306,广州,2307, , , , , , , , , ,210974880
3307,广州,3300, , , , , , , , , ,210996601
3308,广州,2842, , , , , , , , , ,210964811
3309,广州,1858, , , , , , , , , ,210964867
3310,广州,2459, , , , , , , , , ,210964946
3311,广州,2351, , , , , , , , , ,210986235
3312,广州,2575, , , , , , , , , ,210997268
3313,广州,1791, , , , , , , , , ,210997297
3314,广州,2218, , , , , , , , , ,210938246
3315,广州,2666, , , , , , , , , ,210938738
3316,广州,2442, , , , , , , , , ,210938237
3317,广州,4143, , , , , , , , , ,210985412
3318,广州,2408, , , , , , , , , ,210976774
3319,广州,1546, , , , , , , , , ,210977043
3320,广州,1900, , , , , , , , , ,210761296
3321,广州,2083, , , , , , , , , ,210976929
3322,广州,1568, , , , , , , , , ,210975431
3323,广州,2038, , , , , , , , , ,210976919
3324,广州,1355, , , , , , , , , ,210975432
3325,广州,1680, , , , , , , , , ,210976923
3326,广州,1971, , , , , , , , , ,210977045
3327,广州,1109, , , , , , , , , ,210976849
3328,广州, , , , , , , , , , ,300612868
3329,广州, , , , , , , , , , ,300426540
3330,广州, , ,2人, , , , , , , ,300440610
3331,广州, , ,2人, , , , , , , ,300452152
3332,广州, , ,1人, , , , , , , ,300445269
3333,广州, , ,1人, , , , , , , ,300419990
3334,广州, , , , , , , , , , ,300426682
3335,广州, , , , , , , , , , ,300448760
3336,广州, , , , , , , , , , ,300445245
3337,广州, , , , , , , , , , ,300500120
3338,广州, , , , , , , , , , ,300380809
3339,广州, , , , , , , , , , ,300381175
3340,广州, , , , , , , , , , ,300381199
3341,广州, , , , , , , , , , ,300382236
3342,广州, , , , , , , , , , ,300380935
3343,广州, , , , , , , , , , ,300409073
3344,广州, , , , , , , , , , ,300447553
3345,广州, , , , , , , , , , ,300484516
3346,广州, , , , , , , , , , ,300519611
3347,广州, , , , , , , , , , ,300478309
3348,广州, , , , , , , , , , ,300338092
3349,广州, , , , , , , , , , ,300381793
3350,广州, , , , , , , , , , ,300381021
3351,广州, , , , , , , , , , ,300381289
3352,广州, , , , , , , , , , ,300435241
3353,广州, , , , , , , , , , ,300461974
3354,广州, , , , , , , , , , ,300380933
3355,广州, , , , , , , , , , ,300381000
3356,广州, , , , , , , , , , ,300381223
3357,广州, , , , , , , , , , ,300381292
3358,广州, , , , , , , , , , ,300381537
3359,广州, , , , , , , , , , ,300412272
3360,广州, , ,1人, , , , , , , ,300439948
3361,广州, , ,1人, , , , , , , ,300426512
3362,广州, , ,10人, , , , , , , ,300500261
3363,广州, , ,52人, , , , , , , ,300381856
3364,广州, , ,1人, , , , , , , ,300481991
3365,广州, , ,1人, , , , , , , ,300381207
3366,广州, , ,1人, , , , , , , ,300382045
3367,广州, , , , , , , , , , ,300429524
3368,广州, , , , , , , , , , ,300447547
3369,广州, , , , , , , , , , ,300459046
3370,广州, , , , , , , , , , ,300320022
3371,广州, , , , , , , , , , ,300327469
3372,广州, , , , , , , , , , ,300328347
3373,广州, , , , , , , , , , ,300623218
3374,广州, , , , , , , , , , ,300619090
3375,广州, , , , , , , , , , ,300623091
3376,广州, , , , , , , , , , ,300623239
3377,广州, , , , , , , , , , ,300623277
3378,广州, , , , , , , , , , ,300620147
3379,广州, , , , , , , , , , ,300623094
3380,广州, , , , , , , , , , ,300624201
3381,广州, , , , , , , , , , ,300627681
